postal_code,customer_class,total_gallons,type,year,month
78751,Irrigation - Commercial,231000,commercial,2012,3
78752,City of Austin,124900,commercial,2012,3
78752,Commercial,24407600,commercial,2012,3
78752,Irrigation - City of Austin,0,commercial,2012,3
78752,Irrigation - Commercial,1418700,commercial,2012,3
78753,Austin Water Utility,600,commercial,2012,3
78753,City of Austin,485100,commercial,2012,3
78753,Commercial,39566200,commercial,2012,3
78753,Irrigation - City of Austin,308000,commercial,2012,3
78753,Irrigation - Commercial,4691600,commercial,2012,3
78754,Austin Water Utility,86600,commercial,2012,3
78754,City of Austin,274000,commercial,2012,3
78754,Commercial,12953900,commercial,2012,3
78754,Irrigation - City of Austin,0,commercial,2012,3
78754,Irrigation - Commercial,3267400,commercial,2012,3
78754,Large Volume,127174800,commercial,2012,3
78755,Commercial,37000,commercial,2012,3
78756,Austin Water Utility,63200,commercial,2012,3
78756,City of Austin,28600,commercial,2012,3
78756,Commercial,10067500,commercial,2012,3
78756,Irrigation - City of Austin,0,commercial,2012,3
78756,Irrigation - Commercial,279700,commercial,2012,3
78757,City of Austin,107900,commercial,2012,3
78757,Commercial,15165800,commercial,2012,3
78757,Irrigation - City of Austin,66000,commercial,2012,3
78757,Irrigation - Commercial,407500,commercial,2012,3
78758,City of Austin,141500,commercial,2012,3
78758,Commercial,36537500,commercial,2012,3
78758,Irrigation - City of Austin,2699200,commercial,2012,3
78758,Irrigation - Commercial,4163900,commercial,2012,3
78759,Austin Water Utility,0,commercial,2012,3
78759,City of Austin,25600,commercial,2012,3
78759,Commercial,37152000,commercial,2012,3
78759,Irrigation - City of Austin,0,commercial,2012,3
78759,Irrigation - Commercial,5175500,commercial,2012,3
78766,Commercial,5200,commercial,2012,3
78766,Irrigation - Commercial,24000,commercial,2012,3
78613,Commercial,3527100,commercial,2012,4
78613,Irrigation - Commercial,1705800,commercial,2012,4
78617,Austin Water Utility,89000,commercial,2012,4
78617,City of Austin,8887700,commercial,2012,4
78617,Commercial,9698500,commercial,2012,4
78617,Irrigation - City of Austin,0,commercial,2012,4
78617,Irrigation - Commercial,377900,commercial,2012,4
78640,Commercial,122500,commercial,2012,4
78652,Commercial,216300,commercial,2012,4
78652,Irrigation - Commercial,4100,commercial,2012,4
78653,Commercial,681800,commercial,2012,4
78653,Irrigation - Commercial,184000,commercial,2012,4
78653,Wholesale,0,commercial,2012,4
78660,Commercial,3401100,commercial,2012,4
78660,Irrigation - Commercial,1471500,commercial,2012,4
78660,Wholesale,25008000,commercial,2012,4
78681,City of Austin,18700,commercial,2012,4
78681,Irrigation - City of Austin,43000,commercial,2012,4
78701,Austin Water Utility,120000,commercial,2012,4
78701,City of Austin,7467100,commercial,2012,4
78701,Commercial,68871500,commercial,2012,4
78701,Irrigation - City of Austin,379000,commercial,2012,4
78701,Irrigation - Commercial,1020800,commercial,2012,4
78701,Large Volume,1329000,commercial,2012,4
78702,Austin Water Utility,44900,commercial,2012,4
78702,City of Austin,923000,commercial,2012,4
78702,Commercial,23852800,commercial,2012,4
78702,Irrigation - City of Austin,314400,commercial,2012,4
78702,Irrigation - Commercial,1335000,commercial,2012,4
78703,Austin Water Utility,8500,commercial,2012,4
78703,City of Austin,1021100,commercial,2012,4
78703,Commercial,13814800,commercial,2012,4
78703,Irrigation - City of Austin,93100,commercial,2012,4
78703,Irrigation - Commercial,979900,commercial,2012,4
78704,Austin Water Utility,19500,commercial,2012,4
78704,City of Austin,1577400,commercial,2012,4
78704,Commercial,34328500,commercial,2012,4
78704,Irrigation - City of Austin,52100,commercial,2012,4
78704,Irrigation - Commercial,2862600,commercial,2012,4
78705,City of Austin,69600,commercial,2012,4
78705,Commercial,30080200,commercial,2012,4
78705,Irrigation - City of Austin,700,commercial,2012,4
78705,Irrigation - Commercial,1317700,commercial,2012,4
78705,Large Volume,5144000,commercial,2012,4
78710,Commercial,30700,commercial,2012,4
78710,Irrigation - Commercial,1400,commercial,2012,4
78712,Commercial,7346400,commercial,2012,4
78712,Irrigation - Commercial,4581900,commercial,2012,4
78712,Irrigation - Large Volume,16572000,commercial,2012,4
78712,Large Volume,13366700,commercial,2012,4
78714,Commercial,461300,commercial,2012,4
78714,Irrigation - Commercial,79000,commercial,2012,4
78717,City of Austin,0,commercial,2012,4
78717,Commercial,5384600,commercial,2012,4
78717,Irrigation - City of Austin,0,commercial,2012,4
78717,Irrigation - Commercial,3663800,commercial,2012,4
78719,Austin Water Utility,425600,commercial,2012,4
78719,City of Austin,2812100,commercial,2012,4
78719,Commercial,2968300,commercial,2012,4
78719,Irrigation - City of Austin,404800,commercial,2012,4
78719,Irrigation - Commercial,247400,commercial,2012,4
78719,Wholesale,1410800,commercial,2012,4
78721,Austin Water Utility,3700,commercial,2012,4
78721,City of Austin,105000,commercial,2012,4
78721,Commercial,6377500,commercial,2012,4
78721,Irrigation - City of Austin,13800,commercial,2012,4
78721,Irrigation - Commercial,294400,commercial,2012,4
78722,City of Austin,31800,commercial,2012,4
78722,Commercial,4377700,commercial,2012,4
78722,Irrigation - City of Austin,639700,commercial,2012,4
78722,Irrigation - Commercial,635100,commercial,2012,4
78723,City of Austin,2427900,commercial,2012,4
78723,Commercial,13454800,commercial,2012,4
78723,Irrigation - City of Austin,33800,commercial,2012,4
78723,Irrigation - Commercial,2689000,commercial,2012,4
78724,Austin Water Utility,316700,commercial,2012,4
78724,City of Austin,5169700,commercial,2012,4
78724,Commercial,4502200,commercial,2012,4
78724,Irrigation - City of Austin,0,commercial,2012,4
78724,Irrigation - Commercial,2594500,commercial,2012,4
78725,Austin Water Utility,349400,commercial,2012,4
78725,City of Austin,27000,commercial,2012,4
78725,Commercial,4514500,commercial,2012,4
78725,Irrigation - Commercial,62600,commercial,2012,4
78725,Large Volume,32458100,commercial,2012,4
78725,Wholesale,1050700,commercial,2012,4
78726,Austin Water Utility,0,commercial,2012,4
78726,City of Austin,301000,commercial,2012,4
78726,Commercial,6136400,commercial,2012,4
78726,Irrigation - Commercial,2086800,commercial,2012,4
78727,City of Austin,27900,commercial,2012,4
78727,Commercial,13456300,commercial,2012,4
78727,Irrigation - City of Austin,200,commercial,2012,4
78727,Irrigation - Commercial,3939500,commercial,2012,4
78728,Commercial,2814400,commercial,2012,4
78728,Irrigation - Commercial,1970600,commercial,2012,4
78728,Large Volume,2823000,commercial,2012,4
78728,Wholesale,33307700,commercial,2012,4
78729,City of Austin,12200,commercial,2012,4
78729,Commercial,10139100,commercial,2012,4
78729,Irrigation - City of Austin,0,commercial,2012,4
78729,Irrigation - Commercial,2766700,commercial,2012,4
78729,Wholesale,28122400,commercial,2012,4
78730,Commercial,2189000,commercial,2012,4
78730,Irrigation - Commercial,1454500,commercial,2012,4
78731,Austin Water Utility,0,commercial,2012,4
78731,City of Austin,129400,commercial,2012,4
78731,Commercial,13849700,commercial,2012,4
78731,Irrigation - City of Austin,7500,commercial,2012,4
78731,Irrigation - Commercial,3637900,commercial,2012,4
78732,Commercial,297900,commercial,2012,4
78732,Irrigation - Commercial,6800,commercial,2012,4
78735,Austin Water Utility,0,commercial,2012,4
78735,City of Austin,254100,commercial,2012,4
78735,Commercial,8052300,commercial,2012,4
78735,Irrigation - Commercial,2186500,commercial,2012,4
78735,Large Volume,18171000,commercial,2012,4
78735,Wholesale,353600,commercial,2012,4
78736,Commercial,1343500,commercial,2012,4
78736,Irrigation - Commercial,283200,commercial,2012,4
78737,Commercial,401600,commercial,2012,4
78737,Irrigation - Commercial,126500,commercial,2012,4
78737,Wholesale,420200,commercial,2012,4
78739,City of Austin,8000,commercial,2012,4
78739,Commercial,1045800,commercial,2012,4
78739,Irrigation - City of Austin,900,commercial,2012,4
78739,Irrigation - Commercial,1246600,commercial,2012,4
78739,Wholesale,10127700,commercial,2012,4
78741,Austin Water Utility,59000,commercial,2012,4
78741,City of Austin,242300,commercial,2012,4
78741,Commercial,17527400,commercial,2012,4
78741,Irrigation - City of Austin,1316700,commercial,2012,4
78741,Irrigation - Commercial,3066700,commercial,2012,4
78741,Large Volume,35329000,commercial,2012,4
78742,Commercial,561000,commercial,2012,4
78742,Irrigation - Commercial,45900,commercial,2012,4
78744,Austin Water Utility,349800,commercial,2012,4
78744,City of Austin,742200,commercial,2012,4
78744,Commercial,23106900,commercial,2012,4
78744,Irrigation - City of Austin,1226800,commercial,2012,4
78744,Irrigation - Commercial,3264400,commercial,2012,4
78745,City of Austin,142600,commercial,2012,4
78745,Commercial,26578000,commercial,2012,4
78745,Irrigation - City of Austin,10200,commercial,2012,4
78745,Irrigation - Commercial,3241000,commercial,2012,4
78745,Wholesale,6903200,commercial,2012,4
78746,City of Austin,1099200,commercial,2012,4
78746,Commercial,11435000,commercial,2012,4
78746,Irrigation - City of Austin,34500,commercial,2012,4
78746,Irrigation - Commercial,1903500,commercial,2012,4
78746,Wholesale,69491200,commercial,2012,4
78747,Austin Water Utility,1040600,commercial,2012,4
78747,Commercial,1088800,commercial,2012,4
78747,Irrigation - Commercial,467700,commercial,2012,4
78747,Wholesale,4273400,commercial,2012,4
78748,City of Austin,61300,commercial,2012,4
78748,Commercial,10981700,commercial,2012,4
78748,Irrigation - City of Austin,26100,commercial,2012,4
78748,Irrigation - Commercial,3143900,commercial,2012,4
78748,Wholesale,594000,commercial,2012,4
78749,Austin Water Utility,0,commercial,2012,4
78749,City of Austin,61700,commercial,2012,4
78749,Commercial,9134100,commercial,2012,4
78749,Irrigation - City of Austin,28400,commercial,2012,4
78749,Irrigation - Commercial,4022200,commercial,2012,4
78750,Austin Water Utility,285800,commercial,2012,4
78750,City of Austin,74800,commercial,2012,4
78750,Commercial,8358900,commercial,2012,4
78750,Irrigation - City of Austin,95800,commercial,2012,4
78750,Irrigation - Commercial,3742900,commercial,2012,4
78751,City of Austin,41500,commercial,2012,4
78751,Commercial,12705600,commercial,2012,4
78751,Irrigation - City of Austin,977900,commercial,2012,4
78751,Irrigation - Commercial,253900,commercial,2012,4
78752,City of Austin,34400,commercial,2012,4
78752,Commercial,23676700,commercial,2012,4
78752,Irrigation - City of Austin,0,commercial,2012,4
78752,Irrigation - Commercial,1839000,commercial,2012,4
78753,Austin Water Utility,400,commercial,2012,4
78753,City of Austin,631100,commercial,2012,4
78753,Commercial,34492100,commercial,2012,4
78753,Irrigation - City of Austin,310100,commercial,2012,4
78753,Irrigation - Commercial,5059200,commercial,2012,4
78754,Austin Water Utility,75900,commercial,2012,4
78754,City of Austin,223800,commercial,2012,4
78754,Commercial,13968700,commercial,2012,4
78754,Irrigation - City of Austin,0,commercial,2012,4
78754,Irrigation - Commercial,3394300,commercial,2012,4
78754,Large Volume,136075500,commercial,2012,4
78755,Commercial,47800,commercial,2012,4
78756,Austin Water Utility,41900,commercial,2012,4
78756,City of Austin,21600,commercial,2012,4
78756,Commercial,10792800,commercial,2012,4
78756,Irrigation - City of Austin,0,commercial,2012,4
78756,Irrigation - Commercial,1082300,commercial,2012,4
78757,City of Austin,1043300,commercial,2012,4
78757,Commercial,14827900,commercial,2012,4
78757,Irrigation - City of Austin,70300,commercial,2012,4
78757,Irrigation - Commercial,512100,commercial,2012,4
78758,City of Austin,151600,commercial,2012,4
78758,Commercial,40098900,commercial,2012,4
78758,Irrigation - City of Austin,3462100,commercial,2012,4
78758,Irrigation - Commercial,5745200,commercial,2012,4
78759,Austin Water Utility,0,commercial,2012,4
78759,City of Austin,24400,commercial,2012,4
78759,Commercial,37687100,commercial,2012,4
78759,Irrigation - City of Austin,41200,commercial,2012,4
78759,Irrigation - Commercial,6246600,commercial,2012,4
78766,Commercial,5700,commercial,2012,4
78766,Irrigation - Commercial,20000,commercial,2012,4
78613,Commercial,3399300,commercial,2012,5
78613,Irrigation - Commercial,1584500,commercial,2012,5
78617,Austin Water Utility,77700,commercial,2012,5
78617,City of Austin,8143700,commercial,2012,5
78617,Commercial,12551200,commercial,2012,5
78617,Irrigation - City of Austin,0,commercial,2012,5
78617,Irrigation - Commercial,1124500,commercial,2012,5
78640,Commercial,113500,commercial,2012,5
78652,Commercial,293400,commercial,2012,5
78652,Irrigation - Commercial,36200,commercial,2012,5
78653,Commercial,478500,commercial,2012,5
78653,Irrigation - Commercial,482200,commercial,2012,5
78653,Wholesale,1000,commercial,2012,5
78660,Commercial,3973600,commercial,2012,5
78660,Irrigation - Commercial,2034400,commercial,2012,5
78660,Wholesale,27251400,commercial,2012,5
78681,City of Austin,11300,commercial,2012,5
78681,Irrigation - City of Austin,40000,commercial,2012,5
78701,Austin Water Utility,140000,commercial,2012,5
78701,City of Austin,7315100,commercial,2012,5
78701,Commercial,76383300,commercial,2012,5
78701,Irrigation - City of Austin,538200,commercial,2012,5
78701,Irrigation - Commercial,3727800,commercial,2012,5
78701,Large Volume,2151000,commercial,2012,5
78702,Austin Water Utility,96000,commercial,2012,5
78702,City of Austin,2182900,commercial,2012,5
78702,Commercial,27905400,commercial,2012,5
78702,Irrigation - City of Austin,599700,commercial,2012,5
78702,Irrigation - Commercial,1587700,commercial,2012,5
78703,Austin Water Utility,10300,commercial,2012,5
78703,City of Austin,1722500,commercial,2012,5
78703,Commercial,15258800,commercial,2012,5
78703,Irrigation - City of Austin,84000,commercial,2012,5
78703,Irrigation - Commercial,2089000,commercial,2012,5
78704,Austin Water Utility,14800,commercial,2012,5
78704,City of Austin,2672000,commercial,2012,5
78704,Commercial,39435600,commercial,2012,5
78704,Irrigation - City of Austin,102700,commercial,2012,5
78704,Irrigation - Commercial,5006400,commercial,2012,5
78705,City of Austin,77300,commercial,2012,5
78705,Commercial,33742000,commercial,2012,5
78705,Irrigation - City of Austin,2600,commercial,2012,5
78705,Irrigation - Commercial,2806000,commercial,2012,5
78705,Large Volume,4238000,commercial,2012,5
78710,Commercial,33300,commercial,2012,5
78710,Irrigation - Commercial,100,commercial,2012,5
78712,Commercial,9214000,commercial,2012,5
78712,Irrigation - Commercial,6352800,commercial,2012,5
78712,Irrigation - Large Volume,18702100,commercial,2012,5
78712,Large Volume,16544900,commercial,2012,5
78714,Commercial,497700,commercial,2012,5
78714,Irrigation - Commercial,79000,commercial,2012,5
78717,City of Austin,0,commercial,2012,5
78717,Commercial,4851200,commercial,2012,5
78717,Irrigation - City of Austin,5700,commercial,2012,5
78717,Irrigation - Commercial,4569000,commercial,2012,5
78719,Austin Water Utility,264900,commercial,2012,5
78719,City of Austin,3590100,commercial,2012,5
78719,Commercial,3652100,commercial,2012,5
78719,Irrigation - City of Austin,455200,commercial,2012,5
78719,Irrigation - Commercial,584200,commercial,2012,5
78719,Wholesale,1477300,commercial,2012,5
78721,Austin Water Utility,5800,commercial,2012,5
78721,City of Austin,133000,commercial,2012,5
78721,Commercial,7089700,commercial,2012,5
78721,Irrigation - City of Austin,22500,commercial,2012,5
78721,Irrigation - Commercial,677200,commercial,2012,5
78722,City of Austin,56100,commercial,2012,5
78722,Commercial,4828500,commercial,2012,5
78722,Irrigation - City of Austin,539900,commercial,2012,5
78722,Irrigation - Commercial,981700,commercial,2012,5
