Year Month,Postal Code,Customer Class,Total Gallons
201804,78735,Large Volume,19444000
201804,78735,Wholesale,339200
201804,78736,Commercial,1759300
201804,78736,Irrigation - Commercial,427200
201804,78737,Commercial,272800
201804,78737,Irrigation - Commercial,111900
201804,78737,Wholesale,413800
201804,78739,City of Austin,9000
201804,78739,Commercial,1426100
201804,78739,Irrigation - City of Austin,400
201804,78739,Irrigation - Commercial,891600
201804,78739,Wholesale,15091300
201804,78741,Austin Water Utility,28800
201804,78741,City of Austin,738000
201804,78741,Commercial,19074100
201804,78741,Irrigation - City of Austin,810700
201804,78741,Irrigation - Commercial,2874900
201804,78741,Large Volume,31435000
201804,78742,Austin Water Utility,0
201804,78742,Commercial,614900
201804,78742,Irrigation - Commercial,293900
201804,78744,Austin Water Utility,632600
201804,78744,City of Austin,430000
201804,78744,Commercial,28726200
201804,78744,Irrigation - City of Austin,3955300
201804,78744,Irrigation - Commercial,8551100
201804,78745,City of Austin,466600
201804,78745,Commercial,27647300
201804,78745,Irrigation - City of Austin,57900
201804,78745,Irrigation - Commercial,4376500
201804,78745,Wholesale,6208400
201804,78746,Austin Water Utility,571500
201804,78746,City of Austin,544300
201804,78746,Commercial,11703700
201804,78746,Irrigation - City of Austin,44000
201804,78746,Irrigation - Commercial,2681700
201804,78746,Wholesale,70034100
201804,78747,Austin Water Utility,0
201804,78747,Commercial,4645700
201804,78747,Irrigation - Commercial,1033700
201804,78747,Wholesale,2742800
201804,78748,City of Austin,111100
201804,78748,Commercial,13464300
201804,78748,Irrigation - City of Austin,2100
201804,78748,Irrigation - Commercial,4072500
201804,78748,Wholesale,569800
201804,78749,Austin Water Utility,1700
201804,78749,City of Austin,92300
201804,78749,Commercial,11440100
201804,78749,Irrigation - City of Austin,32900
201804,78749,Irrigation - Commercial,5002200
201804,78750,Austin Water Utility,1083300
201804,78750,City of Austin,358400
201804,78750,Commercial,9131600
201804,78750,Irrigation - City of Austin,132500
201804,78750,Irrigation - Commercial,4247500
201804,78751,City of Austin,72500
201804,78751,Commercial,11667800
201804,78751,Irrigation - City of Austin,8300
201804,78751,Irrigation - Commercial,1536900
201804,78752,Austin Water Utility,0
201804,78752,City of Austin,49000
201804,78752,Commercial,22758800
201804,78752,Irrigation - City of Austin,50700
201804,78752,Irrigation - Commercial,2009400
201804,78753,Austin Water Utility,24500
201804,78753,City of Austin,613600
201804,78753,Commercial,36074600
201804,78753,Irrigation - City of Austin,230100
201804,78753,Irrigation - Commercial,7086000
201804,78754,Austin Water Utility,39700
201804,78754,City of Austin,343500
201804,78754,Commercial,13357700
201804,78754,Irrigation - City of Austin,0
201804,78754,Irrigation - Commercial,3498100
201804,78754,Large Volume,180289800
201804,78755,Commercial,74400
201804,78756,Austin Water Utility,15400
201804,78756,City of Austin,26900
201804,78756,Commercial,10597700
201804,78756,Irrigation - City of Austin,0
201804,78756,Irrigation - Commercial,603300
201804,78757,City of Austin,334600
201804,78757,Commercial,15093000
201804,78757,Irrigation - City of Austin,50000
201804,78757,Irrigation - Commercial,1660000
201804,78758,City of Austin,1519300
201804,78758,Commercial,47049200
201804,78758,Irrigation - City of Austin,1682000
201804,78758,Irrigation - Commercial,7863200
201804,78759,Austin Water Utility,128200
201804,78759,City of Austin,23800
201804,78759,Commercial,37991800
201804,78759,Irrigation - City of Austin,900
201804,78759,Irrigation - Commercial,8952900
201804,78766,Commercial,5800
201804,78766,Irrigation - Commercial,0
201805,78613,Austin Water Utility,0
201805,78613,Commercial,4388500
201805,78613,Irrigation - Commercial,2307200
201805,78617,Austin Water Utility,606400
201805,78617,City of Austin,1232600
201805,78617,Commercial,12704300
201805,78617,Irrigation - City of Austin,0
201805,78617,Irrigation - Commercial,1065200
201805,78640,Commercial,46200
201805,78652,Commercial,380700
201805,78652,Irrigation - Commercial,2518000
201805,78653,Commercial,1541200
201805,78653,Irrigation - Commercial,1425400
201805,78653,Wholesale,0
201805,78660,Austin Water Utility,0
201805,78660,Commercial,6587900
201805,78660,Irrigation - City of Austin,0
201805,78660,Irrigation - Commercial,2108000
201805,78660,Wholesale,21961600
201805,78681,City of Austin,88000
201805,78681,Commercial,600700
201805,78681,Irrigation - City of Austin,5000
201805,78681,Irrigation - Commercial,384100
201805,78701,Austin Water Utility,132000
201805,78701,City of Austin,10175400
201805,78701,Commercial,76759500
201805,78701,Irrigation - City of Austin,391800
201805,78701,Irrigation - Commercial,3294300
201805,78701,Large Volume,803300
201805,78702,Austin Water Utility,48000
201805,78702,City of Austin,1325400
201805,78702,Commercial,20670700
201805,78702,Irrigation - City of Austin,669500
201805,78702,Irrigation - Commercial,1878800
201805,78703,Austin Water Utility,11200
201805,78703,City of Austin,1218000
201805,78703,Commercial,12051800
201805,78703,Irrigation - City of Austin,595200
201805,78703,Irrigation - Commercial,2132400
201805,78704,Austin Water Utility,8800
201805,78704,City of Austin,2009400
201805,78704,Commercial,33581000
201805,78704,Irrigation - City of Austin,654400
201805,78704,Irrigation - Commercial,3837600
201805,78705,Austin Water Utility,2700
201805,78705,City of Austin,99100
201805,78705,Commercial,26447600
201805,78705,Irrigation - City of Austin,66700
201805,78705,Irrigation - Commercial,2189300
201805,78705,Large Volume,5953000
201805,78710,Commercial,36400
201805,78710,Irrigation - Commercial,0
201805,78712,Commercial,5806500
201805,78712,Irrigation - Commercial,6698300
201805,78712,Irrigation - Large Volume,17434000
201805,78712,Large Volume,15367900
201805,78714,Commercial,344000
201805,78714,Irrigation - Commercial,0
201805,78717,Austin Water Utility,0
201805,78717,City of Austin,261900
201805,78717,Commercial,6662600
201805,78717,Irrigation - City of Austin,0
201805,78717,Irrigation - Commercial,8040900
201805,78719,Austin Water Utility,322900
201805,78719,City of Austin,5439100
201805,78719,Commercial,5867200
201805,78719,Irrigation - City of Austin,378900
201805,78719,Irrigation - Commercial,771800
201805,78719,Wholesale,1989200
201805,78721,Austin Water Utility,19400
201805,78721,City of Austin,160200
201805,78721,Commercial,4782200
201805,78721,Irrigation - City of Austin,60300
201805,78721,Irrigation - Commercial,864200
201805,78722,City of Austin,30100
201805,78722,Commercial,4156600
201805,78722,Irrigation - City of Austin,7900
201805,78722,Irrigation - Commercial,925500
201805,78723,Austin Water Utility,49200
201805,78723,City of Austin,2833600
201805,78723,Commercial,15589400
201805,78723,Irrigation - City of Austin,122800
201805,78723,Irrigation - Commercial,4060300
201805,78724,Austin Water Utility,1259100
201805,78724,City of Austin,9209000
201805,78724,Commercial,6098600
201805,78724,Irrigation - City of Austin,0
201805,78724,Irrigation - Commercial,3052900
201805,78725,Austin Water Utility,2900
201805,78725,City of Austin,250900
201805,78725,Commercial,8027100
201805,78725,Irrigation - Commercial,120800
201805,78725,Large Volume,34892000
201805,78725,Wholesale,765400
201805,78726,Austin Water Utility,0
201805,78726,City of Austin,12900
201805,78726,Commercial,5468700
201805,78726,Irrigation - Commercial,3895000
201805,78727,City of Austin,27100
201805,78727,Commercial,23388200
201805,78727,Irrigation - City of Austin,100
201805,78727,Irrigation - Commercial,6502200
201805,78728,Commercial,7521800
201805,78728,Irrigation - Commercial,2743600
201805,78728,Wholesale,36100700
201805,78729,City of Austin,23600
201805,78729,Commercial,13248900
201805,78729,Irrigation - City of Austin,27700
201805,78729,Irrigation - Commercial,9706000
201805,78729,Wholesale,29161100
201805,78730,City of Austin,5700
201805,78730,Commercial,3430200
201805,78730,Irrigation - Commercial,4529400
201805,78731,Austin Water Utility,0
201805,78731,City of Austin,315900
201805,78731,Commercial,11964000
201805,78731,Irrigation - City of Austin,439600
201805,78731,Irrigation - Commercial,3101500
201805,78732,Austin Water Utility,1000
201805,78732,Commercial,78400
201805,78732,Irrigation - Commercial,0
201805,78735,Austin Water Utility,0
201805,78735,City of Austin,118100
201805,78735,Commercial,10476600
201805,78735,Irrigation - Commercial,3411300
201805,78735,Large Volume,25163000
201805,78735,Wholesale,359100
201805,78736,Commercial,1851300
201805,78736,Irrigation - Commercial,529100
201805,78737,Commercial,249800
201805,78737,Irrigation - Commercial,107800
201805,78737,Wholesale,413600
201805,78739,City of Austin,6000
201805,78739,Commercial,1218000
201805,78739,Irrigation - City of Austin,100
201805,78739,Irrigation - Commercial,1521400
201805,78739,Wholesale,3929000
201805,78741,Austin Water Utility,0
201805,78741,City of Austin,660100
201805,78741,Commercial,18030900
201805,78741,Irrigation - City of Austin,1019100
201805,78741,Irrigation - Commercial,3078700
201805,78741,Large Volume,32070000
201805,78742,Austin Water Utility,0
201805,78742,Commercial,650300
201805,78742,Irrigation - Commercial,148300
201805,78744,Austin Water Utility,678100
201805,78744,City of Austin,474700
201805,78744,Commercial,35131600
201805,78744,Irrigation - City of Austin,3855300
201805,78744,Irrigation - Commercial,10514500
201805,78745,City of Austin,1642600
201805,78745,Commercial,26673500
201805,78745,Irrigation - City of Austin,46100
201805,78745,Irrigation - Commercial,5315800
201805,78745,Wholesale,6590700
201805,78746,Austin Water Utility,554000
201805,78746,City of Austin,565700
201805,78746,Commercial,12171200
201805,78746,Irrigation - City of Austin,13600
201805,78746,Irrigation - Commercial,3656900
201805,78746,Wholesale,80752500
201805,78747,Austin Water Utility,0
201805,78747,Commercial,4312300
201805,78747,Irrigation - Commercial,1361200
201805,78747,Wholesale,2694300
201805,78748,City of Austin,72700
201805,78748,Commercial,13125400
201805,78748,Irrigation - City of Austin,2500
201805,78748,Irrigation - Commercial,6326000
201805,78748,Wholesale,562200
201805,78749,Austin Water Utility,1500
201805,78749,City of Austin,447500
201805,78749,Commercial,11569900
201805,78749,Irrigation - City of Austin,45300
201805,78749,Irrigation - Commercial,7682600
201805,78750,Austin Water Utility,1050500
201805,78750,City of Austin,390200
201805,78750,Commercial,10644500
201805,78750,Irrigation - City of Austin,72200
201805,78750,Irrigation - Commercial,5694900
201805,78751,City of Austin,31200
201805,78751,Commercial,11074000
201805,78751,Irrigation - City of Austin,2400
201805,78751,Irrigation - Commercial,2286100
201805,78752,Austin Water Utility,100
201805,78752,City of Austin,43300
201805,78752,Commercial,23563000
201805,78752,Irrigation - City of Austin,36300
201805,78752,Irrigation - Commercial,1752600
201805,78753,Austin Water Utility,9700
201805,78753,City of Austin,1797900
201805,78753,Commercial,35515000
201805,78753,Irrigation - City of Austin,130300
201805,78753,Irrigation - Commercial,8089200
201805,78754,Austin Water Utility,90500
201805,78754,City of Austin,269200
201805,78754,Commercial,13026600
201805,78754,Irrigation - City of Austin,0
201805,78754,Irrigation - Commercial,5461300
201805,78754,Large Volume,177457400
201805,78755,Commercial,73900
201805,78756,Austin Water Utility,25400
201805,78756,City of Austin,28800
201805,78756,Commercial,11018300
201805,78756,Irrigation - City of Austin,0
201805,78756,Irrigation - Commercial,607900
201805,78757,City of Austin,1673600
201805,78757,Commercial,14395300
201805,78757,Irrigation - City of Austin,45900
201805,78757,Irrigation - Commercial,2104400
201805,78758,City of Austin,2028100
201805,78758,Commercial,45923000
201805,78758,Irrigation - City of Austin,2189000
201805,78758,Irrigation - Commercial,11795900
201805,78759,Austin Water Utility,186500
201805,78759,City of Austin,19500
201805,78759,Commercial,42512300
201805,78759,Irrigation - City of Austin,1400
201805,78759,Irrigation - Commercial,12417000
201805,78766,Commercial,6100
201805,78766,Irrigation - Commercial,0
201806,78613,Austin Water Utility,0
201806,78613,Commercial,5102600
201806,78613,Irrigation - Commercial,2262100
201806,78617,Austin Water Utility,593900
201806,78617,City of Austin,6412400
201806,78617,Commercial,14086300
201806,78617,Irrigation - City of Austin,0
201806,78617,Irrigation - Commercial,1596300
201806,78640,Commercial,9400
201806,78652,Commercial,706700
201806,78652,Irrigation - Commercial,2769800
201806,78653,Commercial,2329500
201806,78653,Irrigation - Commercial,3469400
201806,78653,Wholesale,0
201806,78660,Austin Water Utility,0
201806,78660,Commercial,6946400
201806,78660,Irrigation - City of Austin,0
201806,78660,Irrigation - Commercial,3190900
201806,78660,Wholesale,27383600
201806,78681,City of Austin,16200
201806,78681,Commercial,638100
201806,78681,Irrigation - City of Austin,230000
201806,78681,Irrigation - Commercial,350300
201806,78701,Austin Water Utility,194000
201806,78701,City of Austin,17503800
201806,78701,Commercial,93787300
201806,78701,Irrigation - City of Austin,529800
201806,78701,Irrigation - Commercial,3821200
201806,78701,Large Volume,1527700
201806,78702,Austin Water Utility,56400
201806,78702,City of Austin,3220200
201806,78702,Commercial,24911400
201806,78702,Irrigation - City of Austin,1121500
201806,78702,Irrigation - Commercial,2758400
201806,78703,Austin Water Utility,11400
201806,78703,City of Austin,1988300
201806,78703,Commercial,14653400
201806,78703,Irrigation - City of Austin,566900
201806,78703,Irrigation - Commercial,2833500
201806,78704,Austin Water Utility,9000
201806,78704,City of Austin,3183700
201806,78704,Commercial,38555400
201806,78704,Irrigation - City of Austin,246300
201806,78704,Irrigation - Commercial,6379100
201806,78705,Austin Water Utility,2900
201806,78705,City of Austin,173600
201806,78705,Commercial,28277400
201806,78705,Irrigation - City of Austin,46500
201806,78705,Irrigation - Commercial,3203400
201806,78705,Large Volume,7738000
201806,78710,Commercial,40400
201806,78710,Irrigation - Commercial,0
201806,78712,Commercial,9117000
201806,78712,Irrigation - Commercial,10675000
201806,78712,Irrigation - Large Volume,22544000
201806,78712,Large Volume,11788300
201806,78714,Commercial,778300
201806,78714,Irrigation - Commercial,0
201806,78717,Austin Water Utility,0
201806,78717,City of Austin,248200
201806,78717,Commercial,6602800
201806,78717,Irrigation - City of Austin,0
201806,78717,Irrigation - Commercial,10083100
201806,78719,Austin Water Utility,63700
201806,78719,City of Austin,5192400
201806,78719,Commercial,6531600
201806,78719,Irrigation - City of Austin,565200
201806,78719,Irrigation - Commercial,1023600
201806,78719,Wholesale,2299200
201806,78721,Austin Water Utility,5800
201806,78721,City of Austin,203400
201806,78721,Commercial,5347700
201806,78721,Irrigation - City of Austin,106700
201806,78721,Irrigation - Commercial,1135900
201806,78722,City of Austin,51600
201806,78722,Commercial,4487800
201806,78722,Irrigation - City of Austin,271100
201806,78722,Irrigation - Commercial,1272300
201806,78723,Austin Water Utility,56600
201806,78723,City of Austin,4790100
201806,78723,Commercial,17057200
201806,78723,Irrigation - City of Austin,163900
201806,78723,Irrigation - Commercial,5274200
201806,78724,Austin Water Utility,848400
201806,78724,City of Austin,12668600
201806,78724,Commercial,6645700
201806,78724,Irrigation - City of Austin,0
201806,78724,Irrigation - Commercial,6108100
201806,78725,Austin Water Utility,1313200
201806,78725,City of Austin,343000
201806,78725,Commercial,9181200
201806,78725,Irrigation - Commercial,219800
201806,78725,Large Volume,30031000
201806,78725,Wholesale,4004500
201806,78726,Austin Water Utility,4800
201806,78726,City of Austin,11100
201806,78726,Commercial,6781500
201806,78726,Irrigation - Commercial,5005800
201806,78727,City of Austin,29000
201806,78727,Commercial,26152700
201806,78727,Irrigation - City of Austin,100
201806,78727,Irrigation - Commercial,9216500
201806,78728,Commercial,10109700
201806,78728,Irrigation - Commercial,6374100
201806,78728,Wholesale,42925200
201806,78729,City of Austin,341400
201806,78729,Commercial,12047600
201806,78729,Irrigation - City of Austin,44500
201806,78729,Irrigation - Commercial,8819000
201806,78729,Wholesale,40164000
201806,78730,City of Austin,6700
201806,78730,Commercial,3570100
201806,78730,Irrigation - Commercial,7011700
201806,78731,Austin Water Utility,0
201806,78731,City of Austin,430800
201806,78731,Commercial,14831500
201806,78731,Irrigation - City of Austin,611500
201806,78731,Irrigation - Commercial,3906300
201806,78732,Austin Water Utility,0
201806,78732,Commercial,96300
201806,78732,Irrigation - Commercial,0
201806,78735,Austin Water Utility,0
201806,78735,City of Austin,125000
201806,78735,Commercial,11234600
201806,78735,Irrigation - Commercial,5189300
201806,78735,Large Volume,20336000
201806,78735,Wholesale,275100
201806,78736,Commercial,1692100
201806,78736,Irrigation - Commercial,548500
201806,78737,Commercial,292400
201806,78737,Irrigation - Commercial,406500
201806,78737,Wholesale,442200
201806,78739,City of Austin,7000
201806,78739,Commercial,1805000
201806,78739,Irrigation - City of Austin,200
201806,78739,Irrigation - Commercial,3359300
201806,78739,Wholesale,5107000
201806,78741,Austin Water Utility,0
201806,78741,City of Austin,1003500
201806,78741,Commercial,20095800
201806,78741,Irrigation - City of Austin,1679000
201806,78741,Irrigation - Commercial,4611000
201806,78741,Large Volume,38299000
201806,78742,Austin Water Utility,0
201806,78742,Commercial,839500
201806,78742,Irrigation - Commercial,237900
201806,78744,Austin Water Utility,768800
201806,78744,City of Austin,493200
201806,78744,Commercial,37402100
201806,78744,Irrigation - City of Austin,4796300
201806,78744,Irrigation - Commercial,13080500
201806,78745,City of Austin,1469600
201806,78745,Commercial,30392200
201806,78745,Irrigation - City of Austin,50100
201806,78745,Irrigation - Commercial,7521500
201806,78745,Wholesale,8130000
201806,78746,Austin Water Utility,870200
201806,78746,City of Austin,1309900
201806,78746,Commercial,15642600
201806,78746,Irrigation - City of Austin,12400
201806,78746,Irrigation - Commercial,5932700
201806,78746,Wholesale,97439200
201806,78747,Austin Water Utility,0
201806,78747,Commercial,5932400
201806,78747,Irrigation - Commercial,1624400
201806,78747,Wholesale,3234000
201806,78748,City of Austin,78400
201806,78748,Commercial,13920300
201806,78748,Irrigation - City of Austin,2200
201806,78748,Irrigation - Commercial,8153600
201806,78748,Wholesale,614500
201806,78749,Austin Water Utility,0
201806,78749,City of Austin,242900
201806,78749,Commercial,13404400
201806,78749,Irrigation - City of Austin,514800
201806,78749,Irrigation - Commercial,9899600
201806,78750,Austin Water Utility,1376000
201806,78750,City of Austin,362200
201806,78750,Commercial,9937000
201806,78750,Irrigation - City of Austin,151800
201806,78750,Irrigation - Commercial,9154200
201806,78751,City of Austin,23400
201806,78751,Commercial,12387000
201806,78751,Irrigation - City of Austin,6400
201806,78751,Irrigation - Commercial,1593700
201806,78752,Austin Water Utility,200
201806,78752,City of Austin,50000
201806,78752,Commercial,27781800
201806,78752,Irrigation - City of Austin,32700
201806,78752,Irrigation - Commercial,2866300
201806,78753,Austin Water Utility,174500
201806,78753,City of Austin,1425700
201806,78753,Commercial,39201200
201806,78753,Irrigation - City of Austin,138200
201806,78753,Irrigation - Commercial,10636800
201806,78754,Austin Water Utility,124000
201806,78754,City of Austin,414800
201806,78754,Commercial,16471000
201806,78754,Irrigation - City of Austin,400
201806,78754,Irrigation - Commercial,7789100
201806,78754,Large Volume,210449200
201806,78755,Commercial,89500
201806,78756,Austin Water Utility,19900
201806,78756,City of Austin,499000
201806,78756,Commercial,13360200
201806,78756,Irrigation - Commercial,879000
201806,78757,City of Austin,1089800
201806,78757,Commercial,16990900
201806,78757,Irrigation - City of Austin,48900
201806,78757,Irrigation - Commercial,2814500
201806,78758,City of Austin,2721500
201806,78758,Commercial,52623800
201806,78758,Irrigation - City of Austin,2757000
201806,78758,Irrigation - Commercial,16698900
201806,78759,Austin Water Utility,15900
201806,78759,City of Austin,312600
201806,78759,Commercial,43227900
201806,78759,Irrigation - City of Austin,1800
201806,78759,Irrigation - Commercial,14147700
201806,78766,Commercial,4900
201806,78766,Irrigation - Commercial,0
201807,78613,Austin Water Utility,0
201807,78613,Commercial,4665900
201807,78613,Irrigation - Commercial,2701500
201807,78617,Austin Water Utility,1155400
201807,78617,City of Austin,1780100
201807,78617,Commercial,15037000
201807,78617,Irrigation - City of Austin,0
201807,78617,Irrigation - Commercial,4250300
201807,78640,Commercial,0
201807,78652,Commercial,445500
201807,78652,Irrigation - Commercial,1740600
201807,78653,Commercial,1659700
201807,78653,Irrigation - Commercial,2111400
201807,78653,Wholesale,0
201807,78660,Austin Water Utility,0
201807,78660,Commercial,7323600
201807,78660,Irrigation - City of Austin,0
201807,78660,Irrigation - Commercial,2988900
201807,78660,Wholesale,27497600
201807,78681,City of Austin,19900
201807,78681,Commercial,753300
201807,78681,Irrigation - City of Austin,2000
201807,78681,Irrigation - Commercial,228600
201807,78701,Austin Water Utility,187000
201807,78701,City of Austin,18492900
201807,78701,Commercial,90619900
201807,78701,Irrigation - City of Austin,864000
201807,78701,Irrigation - Commercial,5425100
201807,78701,Large Volume,1039000
201807,78702,Austin Water Utility,48000
201807,78702,City of Austin,2045900
201807,78702,Commercial,22725500
201807,78702,Irrigation - City of Austin,961700
201807,78702,Irrigation - Commercial,3230100
201807,78703,Austin Water Utility,11600
201807,78703,City of Austin,2531100
201807,78703,Commercial,13141600
201807,78703,Irrigation - City of Austin,536500
201807,78703,Irrigation - Commercial,3028900
201807,78704,Austin Water Utility,9600
201807,78704,City of Austin,2852200
201807,78704,Commercial,37999900
201807,78704,Irrigation - City of Austin,498300
201807,78704,Irrigation - Commercial,5885600
201807,78705,Austin Water Utility,2600
201807,78705,City of Austin,142600
201807,78705,Commercial,27517300
201807,78705,Irrigation - City of Austin,46700
201807,78705,Irrigation - Commercial,3365500
201807,78705,Large Volume,5431000
201807,78710,Commercial,35000
201807,78710,Irrigation - Commercial,0
201807,78712,Commercial,6664300
201807,78712,Irrigation - Commercial,12320400
201807,78712,Irrigation - Large Volume,24675800
201807,78712,Large Volume,10806000
201807,78714,Commercial,701900
201807,78714,Irrigation - Commercial,0
201807,78717,Austin Water Utility,0
201807,78717,City of Austin,274300
201807,78717,Commercial,6989500
201807,78717,Irrigation - City of Austin,0
201807,78717,Irrigation - Commercial,11801500
201807,78719,Austin Water Utility,173500
201807,78719,City of Austin,5774900
201807,78719,Commercial,6848100
201807,78719,Irrigation - City of Austin,399200
201807,78719,Irrigation - Commercial,1358700
201807,78719,Wholesale,2335800
201807,78721,Austin Water Utility,6900
201807,78721,City of Austin,1646100
201807,78721,Commercial,4725000
201807,78721,Irrigation - City of Austin,395800
201807,78721,Irrigation - Commercial,1772700
201807,78722,City of Austin,45500
201807,78722,Commercial,4269400
201807,78722,Irrigation - City of Austin,167700
201807,78722,Irrigation - Commercial,1320500
201807,78723,Austin Water Utility,50600
201807,78723,City of Austin,4805700
201807,78723,Commercial,15828300
201807,78723,Irrigation - City of Austin,160500
201807,78723,Irrigation - Commercial,5511400
201807,78724,Austin Water Utility,782600
201807,78724,City of Austin,10326800
201807,78724,Commercial,5831700
201807,78724,Irrigation - City of Austin,0
201807,78724,Irrigation - Commercial,6451200
201807,78725,Austin Water Utility,84900
201807,78725,City of Austin,294100
201807,78725,Commercial,9559000
201807,78725,Irrigation - Commercial,332600
201807,78725,Large Volume,34567000
201807,78725,Wholesale,1141100
201807,78726,Austin Water Utility,400
201807,78726,City of Austin,13000
201807,78726,Commercial,7664500
201807,78726,Irrigation - Commercial,4646700
201807,78727,City of Austin,28800
201807,78727,Commercial,25601800
201807,78727,Irrigation - City of Austin,0
201807,78727,Irrigation - Commercial,8925100
201807,78728,Commercial,10859500
201807,78728,Irrigation - Commercial,5962400
201807,78728,Wholesale,46795300
201807,78729,City of Austin,132200
201807,78729,Commercial,11915000
201807,78729,Irrigation - City of Austin,37100
201807,78729,Irrigation - Commercial,9828800
201807,78729,Wholesale,44927900
201807,78730,City of Austin,9500
201807,78730,Commercial,4600900
201807,78730,Irrigation - Commercial,7065300
201807,78731,Austin Water Utility,0
201807,78731,City of Austin,326000
201807,78731,Commercial,14737900
201807,78731,Irrigation - City of Austin,545300
201807,78731,Irrigation - Commercial,4082500
201807,78732,Austin Water Utility,1000
201807,78732,Commercial,94600
201807,78732,Irrigation - Commercial,0
201807,78735,Austin Water Utility,3000
201807,78735,City of Austin,112000
201807,78735,Commercial,11038200
201807,78735,Irrigation - Commercial,8251100
201807,78735,Large Volume,23220000
201807,78735,Wholesale,363500
201807,78736,Commercial,1558600
201807,78736,Irrigation - Commercial,557000
201807,78737,Commercial,281500
201807,78737,Irrigation - Commercial,485900
201807,78737,Wholesale,503500
201807,78739,City of Austin,7000
201807,78739,Commercial,2332200
201807,78739,Irrigation - City of Austin,200
201807,78739,Irrigation - Commercial,4479500
201807,78739,Wholesale,6219000
201807,78741,Austin Water Utility,0
201807,78741,City of Austin,1470700
201807,78741,Commercial,19659600
201807,78741,Irrigation - City of Austin,1860600
201807,78741,Irrigation - Commercial,5979800
201807,78741,Large Volume,36128000
201807,78742,Austin Water Utility,0
201807,78742,Commercial,1033000
201807,78742,Irrigation - Commercial,241600
201807,78744,Austin Water Utility,507600
201807,78744,City of Austin,667700
201807,78744,Commercial,33973200
201807,78744,Irrigation - City of Austin,3811400
201807,78744,Irrigation - Commercial,15678900
201807,78745,City of Austin,832700
201807,78745,Commercial,30814200
201807,78745,Irrigation - City of Austin,87000
201807,78745,Irrigation - Commercial,8695600
201807,78745,Wholesale,10396400
201807,78746,Austin Water Utility,596900
201807,78746,City of Austin,1715500
201807,78746,Commercial,16777300
201807,78746,Irrigation - City of Austin,26200
201807,78746,Irrigation - Commercial,7802500
201807,78746,Wholesale,116242000
201807,78747,Austin Water Utility,0
201807,78747,Commercial,8959900
201807,78747,Irrigation - Commercial,1958900
201807,78747,Wholesale,3647300
201807,78748,City of Austin,116800
201807,78748,Commercial,12422500
201807,78748,Irrigation - City of Austin,9500
201807,78748,Irrigation - Commercial,9878600
201807,78748,Wholesale,620000
201807,78749,Austin Water Utility,9300
201807,78749,City of Austin,212400
201807,78749,Commercial,11644200
201807,78749,Irrigation - City of Austin,197800
201807,78749,Irrigation - Commercial,12078600
201807,78750,Austin Water Utility,1012700
201807,78750,City of Austin,375600
201807,78750,Commercial,9335800
201807,78750,Irrigation - City of Austin,65900
201807,78750,Irrigation - Commercial,7801600
201807,78751,City of Austin,24800
201807,78751,Commercial,11689800
201807,78751,Irrigation - City of Austin,8200
201807,78751,Irrigation - Commercial,2974600
201807,78752,Austin Water Utility,0
201807,78752,City of Austin,55400
201807,78752,Commercial,24685700
201807,78752,Irrigation - City of Austin,12600
201807,78752,Irrigation - Commercial,4872300
201807,78753,Austin Water Utility,158000
201807,78753,City of Austin,1095400
201807,78753,Commercial,36440600
201807,78753,Irrigation - City of Austin,259100
201807,78753,Irrigation - Commercial,11171200
201807,78754,Austin Water Utility,33400
201807,78754,City of Austin,391700
201807,78754,Commercial,14478300
201807,78754,Irrigation - City of Austin,0
201807,78754,Irrigation - Commercial,7349900
201807,78754,Large Volume,216158100
201807,78755,Commercial,120600
201807,78756,Austin Water Utility,44900
201807,78756,City of Austin,534100
201807,78756,Commercial,13992500
201807,78756,Irrigation - Commercial,918100
201807,78757,City of Austin,807500
201807,78757,Commercial,15764200
201807,78757,Irrigation - City of Austin,59500
201807,78757,Irrigation - Commercial,2682000
201807,78758,City of Austin,2579700
201807,78758,Commercial,55115200
201807,78758,Irrigation - City of Austin,2857000
201807,78758,Irrigation - Commercial,17678400
201807,78759,Austin Water Utility,17100
201807,78759,City of Austin,144300
201807,78759,Commercial,42609200
201807,78759,Irrigation - City of Austin,1800
201807,78759,Irrigation - Commercial,16242800
201807,78766,Commercial,41600
201807,78766,Irrigation - Commercial,0
201808,78613,Austin Water Utility,100
201808,78613,Commercial,4897100
201808,78613,Irrigation - Commercial,3065600
201808,78617,Austin Water Utility,1330600
201808,78617,City of Austin,3141400
201808,78617,Commercial,15401100
201808,78617,Irrigation - City of Austin,0
201808,78617,Irrigation - Commercial,4506900
201808,78640,Commercial,0
201808,78652,Commercial,570300
201808,78652,Irrigation - Commercial,2761600
201808,78653,Commercial,2681200
201808,78653,Irrigation - Commercial,2531800
201808,78653,Wholesale,3000
201808,78660,Austin Water Utility,0
201808,78660,Commercial,7736000
201808,78660,Irrigation - City of Austin,0
201808,78660,Irrigation - Commercial,4179400
201808,78660,Wholesale,26752700
201808,78681,City of Austin,17500
201808,78681,Commercial,810500
201808,78681,Irrigation - City of Austin,294000
201808,78681,Irrigation - Commercial,823000
201808,78701,Austin Water Utility,233000
201808,78701,City of Austin,19774400
201808,78701,Commercial,98483300
201808,78701,Irrigation - City of Austin,2201300
201808,78701,Irrigation - Commercial,7841000
201808,78701,Large Volume,720000
201808,78702,Austin Water Utility,37000
201808,78702,City of Austin,2072500
201808,78702,Commercial,24080900
